description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender
"I started taking 5mg of this medication and it did not seem to work. My doctor recently upped my prescription to 10mg, not much but somewhat effective.",started taking mg medication seem work doctor recently upped prescription mg much somewhat effective,Positif,0.4228,     Other,21.5,female
,nan,Neutre,0.0,     Other,,nan
my doc put me back on this med because i can not get my risperdal i cant sleep everyone talks about hunger it makes me so naushish that just the smell of foods and i am sick i really miss my sleep too!!!!!! it has in no way shape or form helped with my delousions to the point it has almost made them worse be very careful every med affects every one differant and this one is deffently not for me!!!!!!!!!!,doc put back med get risperdal cant sleep everyone talks hunger makes naushish smell foods sick really miss sleep way shape form helped delousions point almost made worse careful every med affects every one differant one deffently,Négatif,-0.8261,     Bipolar Disorder in Remission,39.5,female
"Feels like my mind can finally relax and I no longer have racing, Intrusive thoughts that occupied a greater part of my daily mental activities.  I have now picked hobbies that are utilizing my artistic skills (!).    What a wonderful release!",feels like mind finally relax longer racing intrusive thoughts occupied greater part daily mental activities picked hobbies utilizing artistic skills wonderful release,Positif,0.891,     Additional Medications to Treat Depression,49.5,male
It seems to have caused me an uncontrolable amount of gas. Bloating is rather extreme. My symtoms otherwise have improved significantly.,seems caused uncontrolable amount gas bloating rather extreme symtoms otherwise improved significantly,Positif,0.4767,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"Left feeling extremely tired and off balance at times, but edication has calmed me down alot.",left feeling extremely tired balance times edication calmed alot,Neutre,-0.024,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male
"I use this medicine at 30mg a day.  I'e been on it for several years.  After adding cogentin, I was able to lose 50 pounds in two years(hey, slow and steady, right?) It gets rid of most of the sounds I take it to get rid of.  However, I do sem to bounce my leg alot.  more than is comfortable.",use medicine mg day ie several years adding cogentin able lose pounds two yearshey slow steady right gets rid sounds take get rid however sem bounce leg alot comfortable,Positif,0.1531,     Bipolar Disorder in Remission,39.5,female
"on 1 mg, except for weight gain, and increased anxiety, this pill is wonderful!   i feel i want to be involved again...",mg except weight gain increased anxiety pill wonderful feel want involved,Positif,0.8316,     Mania associated with Bipolar Disorder,59.5,male
drowssines dizzy,drowssines dizzy,Négatif,-0.2263,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
I was on Abilify 3 months ago and gained a lot of weight on it. It had also stopped working for me. My doc put me back on it 15mg a  month ago along with my Geodon. This time around I think it's helping but am gaining weight again.,abilify months ago gained lot weight also stopped working doc put back mg month ago along geodon time around think helping gaining weight,Positif,0.6908,     Mania associated with Bipolar Disorder,29.5,female
"i gained a lot of weight, i was on the 20mg dose",gained lot weight mg dose,Positif,0.3818,     Additional Medications to Treat Depression,39.5,female
I had to stop this medication because i was gaining wieght fast! I have gained 20 pounds.,stop medication gaining wieght fast gained pounds,Positif,0.4939,     Additional Medications to Treat Depression,29.5,female
"Jury still out.  I was taking 150mg of Effexor XR for 3 yrs, didn't like it.  Tapered off of it, but withdrawls were too bad.  Back on 37.5mg of effexor and 5mg of Abilify.  Dizzy first 4 days, now no side effects.",jury still taking mg effexor xr yrs didnt like tapered withdrawls bad back mg effexor mg abilify dizzy first days side effects,Négatif,-0.7587,     Mania associated with Bipolar Disorder,29.5,male
"Just started 14 days ago. Seemed to work right away. Waiting to be sure placebo effect is not involved. Taking lots of anti-depressants and anxiety drugs. Only taking 1mg. of Abilify, so I probably can get by with 2mg with no trouble. Need to talk to a pharmacist. Bet I can cut out some of the other pills, but not sure which ones. Maxed out on Zoloft, 300 XL Wellbutrin and small doses of Klonazepam.  I sure hope this medicine works as well as I ""think"" it does.",started days ago seemed work right away waiting sure placebo effect involved taking lots antidepressants anxiety drugs taking mg abilify probably get mg trouble need talk pharmacist bet cut pills sure ones maxed zoloft xl wellbutrin small doses klonazepam sure hope medicine works well think,Positif,0.6597,     Additional Medications to Treat Depression,59.5,female
"I take many meds for various medical issues.  Anti-depressives and bipolar meds for about 16 years.  Abilify was added last month. Really is helping, now that I'm up to the 5 mg dosage.  Weight gain and hand tremor minor penalty to make such a difference in how I'm feeling otherwise.  Only problem is that my doc started me on half a pill for a week.  Pills are so small, difficult to cut in half.  Otherwise, WONDERFUL medication.",take many meds various medical issues antidepressives bipolar meds years abilify added last month really helping im mg dosage weight gain hand tremor minor penalty make difference im feeling otherwise problem doc started half pill week pills small difficult cut half otherwise wonderful medication,Positif,0.6115,     Additional Medications to Treat Depression,59.5,male
So far so good. Except I have noticed a problem with right arm and hand shaking unable to control it. Is this a side affect of the Abilify?,far good except noticed problem right arm hand shaking unable control side affect abilify,Positif,0.4019,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
I had horrible side effects. DO NOT TAKE THIS MEDICATION. I had uncontrollable muscle movements from the waist up. It was so painful and so contorting I could not breath. I had to be taken to the Hospital by air it was so severe.,horrible side effects take medication uncontrollable muscle movements waist painful contorting could breath taken hospital air severe,Négatif,-0.8885,     Additional Medications to Treat Depression,15.5,male
"Works very fast, gag reflux first few days then went away, on 2mg couldn't get out of bed crying, within 48 hrs this med had me up at the gym taking care of my 4 kids again, only down side is fast weight gain so my doc put me on topamax to mood stabilize and stop the weight gain, so far feel great!!!",works fast gag reflux first days went away mg couldnt get bed crying within hrs med gym taking care kids side fast weight gain doc put topamax mood stabilize stop weight gain far feel great,Positif,0.9194,     Additional Medications to Treat Depression,39.5,female
This worked quickly. the only adverse side effect is weight gain. A small trade off to living again.,worked quickly adverse side effect weight gain small trade living,Positif,0.2263,     Additional Medications to Treat Depression,49.5,female
"pancreiatitis, diabetic ,loss of hearing.",pancreiatitis diabetic loss hearing,Négatif,-0.3182,     Additional Medications to Treat Depression,39.5,female
"I've battled depression since I was 11 years old, starting abilify 20 mg, added to my prozac 60mg, has added new meaning to my life. I am bright, motivated and positive. Suicide is out of my mind set. The down side is weight gain,insomnia and occasional slight hand tremors. I'm very glad to be taking it.",ive battled depression since years old starting abilify mg added prozac mg added new meaning life bright motivated positive suicide mind set side weight gaininsomnia occasional slight hand tremors im glad taking,Positif,0.6486,     Additional Medications to Treat Depression,59.5,female
i was depressed for 6 years and suffereing from memory loss and it changed all that with in a matter of months,depressed years suffereing memory loss changed matter months,Négatif,-0.6705,     Mania associated with Bipolar Disorder,39.5,female
I have been taking pristiq and abilify and it has been the best working medications I have ever taken.  Hang on at first the side effects seem to go away quickly at least it did for me.  the only side effect that I have is weight gain which I will be speaking with my doctor today.  It works well give it a try but be patient.,taking pristiq abilify best working medications ever taken hang first side effects seem go away quickly least side effect weight gain speaking doctor today works well give try patient,Positif,0.8658,     Additional Medications to Treat Depression,49.5,female
"This medication made such a big difference in the way I felt as an adjunct to my Celexa, However, I struggle with my weight as it is and this medication made me so hungry I have to open stuff and eat it at the grocery store before I could even get home with it. Great medicine, bad side-affect of increasing hunger.",medication made big difference way felt adjunct celexa however struggle weight medication made hungry open stuff eat grocery store could even get home great medicine bad sideaffect increasing hunger,Négatif,-0.4019,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,male
I could tell within 3 days of treament that this was a drug that worked well with my other anti-depressants. Feeling upbeat for the first time in a very very long time. At first I felt a bit manic but that passed as my body got used to new medication.,could tell within days treament drug worked well antidepressants feeling upbeat first time long time first felt bit manic passed body got used new medication,Positif,0.3818,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
Rapid weight gain almost 100 lbs in 6 months it did help somewhat the doc had to keep upping the dosage every 2-3 months until we had no choice but to try a new med I also tried to commit suicide near the end of using,rapid weight gain almost lbs months help somewhat doc keep upping dosage every months choice try new med also tried commit suicide near end using,Positif,0.3687,     Mania associated with Bipolar Disorder,21.5,male
,nan,Neutre,0.0,     Schizophrenia,39.5,male
this was added to my Pristiq and it worked from the first day! i was able to get out of bed and start living my life again!,added pristiq worked first day able get bed start living life,Neutre,0.0,     Additional Medications to Treat Depression,39.5,female
"I was given Abilify (.5 ) to aid my Wellbutrin 300 in treating my severe long -term depression.(I am also bi-polar)With one dose I started to feel better!I have LOST weight,my energy level is thru the roof and I enjoy the things I hadn't done in a long time.No insomnia,no weight gain,just a bit tired the first few days, and a feeling of being cold. This med is a Godsend,anyone in depression should at least give it a try.I have never felt so good! Good luck to all who try.",given abilify aid wellbutrin treating severe long term depressioni also bipolarwith one dose started feel betteri lost weightmy energy level thru roof enjoy things hadnt done long timeno insomniano weight gainjust bit tired first days feeling cold med godsendanyone depression least give tryi never felt good good luck try,Négatif,-0.7588,     Additional Medications to Treat Depression,49.5,female
"My son was put on this medication for his Autism. It put him in a Catatonic state and he was hospitalized. Kids with Autism should not be put on Anti-psychotics, they need help with focus and with behavior..",son put medication autism put catatonic state hospitalized kids autism put antipsychotics need help focus behavior,Positif,0.4019,     Other,39.5,female
,nan,Neutre,0.0,     Mania associated with Bipolar Disorder,49.5,female
"Since I was diagnosed with Bi-Polar disease and put on Abilify I have noticed a definate difference in my behavior, for the good, not so many manic,depressive flare ups.",since diagnosed bipolar disease put abilify noticed definate difference behavior good many manicdepressive flare ups,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
,nan,Neutre,0.0,     Other,15.5,female
I developed swelling in my legs and ankles.,developed swelling legs ankles,Neutre,0.0,     Additional Medications to Treat Depression,29.5,female
i have only been on this medicine for 2 weeks so far its working,medicine weeks far working,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
GAINED 50LBS IN 2 MONTHS!,gained lbs months,Positif,0.3818,     Bipolar Disorder in Remission,29.5,female
"Rapid weight gain, lethargy, insomnia and irritability.",rapid weight gain lethargy insomnia irritability,Négatif,-0.1027,     Additional Medications to Treat Depression,59.5,male
"I have been on abilify for about three weeks at 5mg at first I felt al,ost immediately better. But then my manic phase hit I realized I need a stronger dosage. But.... I am also suffering from really bad night terrors and that's when I can sleep most of the time I can't sleep. I feel too restless.",abilify three weeks mg first felt alost immediately better manic phase hit realized need stronger dosage also suffering really bad night terrors thats sleep time cant sleep feel restless,Négatif,-0.6644,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female
seems successful but have excessive weight gain,seems successful excessive weight gain,Positif,0.802,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
I like how the pill makes me feel happy and have lots of energy but I've been having problems with pms sometimes it comes and other times it doesn't.,like pill makes feel happy lots energy ive problems pms sometimes comes times doesnt,Positif,0.6808,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female
"Worked very well for me, no side effects but I have no insurance and simply could not afford this medication.  Horribly expensive!!",worked well side effects insurance simply could afford medication horribly expensive,Négatif,-0.3182,     Bipolar Disorder in Remission,39.5,female
have had problems with swelling in my upper stomach at in the evening after I take it with my dinner and being tired.,problems swelling upper stomach evening take dinner tired,Négatif,-0.6808,     Additional Medications to Treat Depression,69.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,69.5,female
"Abilify should be taken off the market as the risk of intensifying symptoms that can lead to suicide, if studied thoroughly, will be found to be too great.",abilify taken market risk intensifying symptoms lead suicide studied thoroughly found great,Négatif,-0.3008,     Additional Medications to Treat Depression,39.5,male
I gained 30 lbs. and my symptoms are still there.,gained lbs symptoms still,Positif,0.3818,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"this medication made me feel more anxious and more depressed, along with troulble sleeping and flashing lights when I got up during the night! 4 doses was enough for me to decide no more!",medication made feel anxious depressed along troulble sleeping flashing lights got night doses enough decide,Négatif,-0.6486,     Additional Medications to Treat Depression,39.5,female
"I experienced severe jaw pain, extremely sleepy.  The medication is very expensive.",experienced severe jaw pain extremely sleepy medication expensive,Négatif,-0.7096,     Additional Medications to Treat Depression,59.5,male
THIS MEDICATION IS THE ABSOLUTE BEST..,medication absolute best,Positif,0.6369,     Additional Medications to Treat Depression,29.5,female
,nan,Neutre,0.0,     Mania associated with Bipolar Disorder,29.5,female
in addition to my effexor for depression,addition effexor depression,Négatif,-0.5719,     Additional Medications to Treat Depression,59.5,female
extremely happy with the energy level change but no able to sleep. That is getting frustrating.,extremely happy energy level change able sleep getting frustrating,Positif,0.5379,     Additional Medications to Treat Depression,39.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
GETTING THRU MURDER OF MY DAUGHTER,getting thru murder daughter,Négatif,-0.6908,     Other,49.5,female
This is the only medication that has worked for me and I have tried almost all of them. I am able to get out of bed in the mornings with a positive attitude and focus at work. I take 10 mg along with 100 mg Lamictal 2x day and this is the best I've felt since I was a child.,medication worked tried almost able get bed mornings positive attitude focus work take mg along mg lamictal x day best ive felt since child,Positif,0.8316,     Additional Medications to Treat Depression,29.5,female
,nan,Neutre,0.0,     Schizophrenia,15.5,female
my doc put me back on this med because i can not get my risperdal i cant sleep everyone talks about hunger it makes me so naushish that just the smell of foods and i am sick i really miss my sleep too!!!!!! it has in no way shape or form helped with my delousions to the point it has almost made them worse be very careful every med affects every one differant and this one is deffently not for me!!!!!!!!!!,doc put back med get risperdal cant sleep everyone talks hunger makes naushish smell foods sick really miss sleep way shape form helped delousions point almost made worse careful every med affects every one differant one deffently,Négatif,-0.8261,     Bipolar Disorder in Remission,39.5,male
I have been using Abilify for 3 years now.  It is my mirical drug. This is what normal must feel like,using abilify years mirical drug normal must feel like,Positif,0.3612,     Mania associated with Bipolar Disorder,49.5,female
,nan,Neutre,0.0,     Other,29.5,female
i dont feel anything when taking this medication..,dont feel anything taking medication,Neutre,0.0,     Additional Medications to Treat Depression,49.5,male
This medicine made my bipolar depression worse and absolutely made me suicidal. I cried every single day and couldn't be left alone. I developed hypoglycemia and ate like a pig and gained 10 lbs in about a month. It was insane!  Avoid this medicine if you can.,medicine made bipolar depression worse absolutely made suicidal cried every single day couldnt left alone developed hypoglycemia ate like pig gained lbs month insane avoid medicine,Négatif,-0.926,     Other,15.5,female
,nan,Neutre,0.0,     Other,49.5,female
"This drug had an immediate and nearly magical affect on my depression.  I've suffered with major depression for many years and starting this medication I have had a number of people comment on how I seem like a different person.  Except for a rather strange taste in my mouth, I rate this drug a 10 - everyone should try it if your current drug regimen isn't working well.",drug immediate nearly magical affect depression ive suffered major depression many years starting medication number people comment seem like different person except rather strange taste mouth rate drug everyone try current drug regimen isnt working well,Négatif,-0.8863,     Additional Medications to Treat Depression,49.5,male
Every reaction that can be had with this drug I am having trying to get off it . It's the most horrible feeling I have ever had...,every reaction drug trying get horrible feeling ever,Négatif,-0.4588,     Additional Medications to Treat Depression,29.5,male
before taking abilify i was severly depressed and stayed in bed all day.  now i greet each morning with a relaxing feeling and upbeat.,taking abilify severly depressed stayed bed day greet morning relaxing feeling upbeat,Positif,0.4019,     Additional Medications to Treat Depression,49.5,female
"A miracle medication.  Haven't felt this well in 14 years.  Allows me to manage bipolar disorder with rapid cycling.  In combination with Wellbutrin,sleep, exercise, nutrition, etc I feel ""normal.""  Had to ask siblings if my behavior was ""normal"" it had been so long.  Two grown children are thrilled with the results as well. First few weeks problems with insomnia.  Use ambien when this occurs. Taking a low dose, 2 mg.  Seems enough for me.  Couln't be happier.",miracle medication havent felt well years allows manage bipolar disorder rapid cycling combination wellbutrinsleep exercise nutrition etc feel normal ask siblings behavior normal long two grown children thrilled results well first weeks problems insomnia use ambien occurs taking low dose mg seems enough coulnt happier,Positif,0.2434,     Other,49.5,female
It kept me agitated even w combines meds.Am still being assessed.,kept agitated even w combines medsam still assessed,Négatif,-0.4588,     Other,49.5,female
"I am the caregiver of a family member who has been on Abilify for over 5 years (beginning at age 14)currently on 30 mgs. per day.  As his physician stated recently, because he takes this medication as prescribed, no one would know he has a thought disorder.  It has been a lifesaver for him.  Because it did cause him to crave sugar, and gain weight, our family is on the ""Sugar Busters"" program, and he works out consistently every week. Our family would highly recommend this medication.",caregiver family member abilify years beginning age currently mgs per day physician stated recently takes medication prescribed one would know thought disorder lifesaver cause crave sugar gain weight family sugar busters program works consistently every week family would highly recommend medication,Positif,0.807,     Schizophrenia,59.5,female
I am on 15 m.g. per day and I have never felt better. This is a fantastic medication.,mg per day never felt better fantastic medication,Négatif,-0.652,     Additional Medications to Treat Depression,49.5,female
"I have been taking Zyprexa and Epival as my main mood stabilizers for a number of years. My doctor decided to try me on Abilify because Zyprexa doesn't seem to be working anymore. I have been on it for a short period of time, and I noticed a fantastic change immediately after taking the first dose(5mg). I love the drug and I can hardly wait to complete the switch!",taking zyprexa epival main mood stabilizers number years doctor decided try abilify zyprexa doesnt seem working anymore short period time noticed fantastic change immediately taking first dosemg love drug hardly wait complete switch,Positif,0.8442,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male
All I know is that without my abilify things get much worse. The depression gets deeper. I take 15mg a day with other meds and it works great for me.,know without abilify things get much worse depression gets deeper take mg day meds works great,Négatif,-0.4019,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"I have been on abilify and pristq for 2 weeks. I haven't felt this good in a long time. I was on cymbalta for 5 years and it just quit working. I really like the meds together, but like everyone else ""weight gain and insomnia"". It's 4:00 am and i'm still up. Side effects sick belly, headaches, just wanting to eat everything i pass by, and oh yeah can't sleep.I hope things calm down with time, but the rewards that I have received from taking the meds have been really good.",abilify pristq weeks havent felt good long time cymbalta years quit working really like meds together like everyone else weight gain insomnia im still side effects sick belly headaches wanting eat everything pass oh yeah cant sleepi hope things calm time rewards received taking meds really good,Positif,0.7243,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,,nan
"I have been taking this med for 6 weeks now a 5 mg dose once a day and i have to say its a great drug,i take it with welbutrin i have had several side effects but much better than spending a week in bed depressed!",taking med weeks mg dose day say great drugi take welbutrin several side effects much better spending week bed depressed,Positif,0.5719,     Additional Medications to Treat Depression,39.5,male
take 5mgI am 75 years old.and I do not why I take it.  Can I just gooff it.I have been takingit for 10 years,take mgi years oldand take gooff iti takingit years,Neutre,0.0,     Other,80.0,male
"I have been on abilify and pristq for 2 weeks. I haven't felt this good in a long time. I was on cymbalta for 5 years and it just quit working. I really like the meds together, but like everyone else ""weight gain and insomnia"". It's 4:00 am and i'm still up. Side effects sick belly, headaches, just wanting to eat everything i pass by, and oh yeah can't sleep.I hope things calm down with time, but the rewards that I have received from taking the meds have been really good.",abilify pristq weeks havent felt good long time cymbalta years quit working really like meds together like everyone else weight gain insomnia im still side effects sick belly headaches wanting eat everything pass oh yeah cant sleepi hope things calm time rewards received taking meds really good,Positif,0.7243,     Schizophrenia,39.5,female
my doc put me back on this med because i can not get my risperdal i cant sleep everyone talks about hunger it makes me so naushish that just the smell of foods and i am sick i really miss my sleep too!!!!!! it has in no way shape or form helped with my delousions to the point it has almost made them worse be very careful every med affects every one differant and this one is deffently not for me!!!!!!!!!!,doc put back med get risperdal cant sleep everyone talks hunger makes naushish smell foods sick really miss sleep way shape form helped delousions point almost made worse careful every med affects every one differant one deffently,Négatif,-0.8261,     Schizophrenia,39.5,female
more help please for 6 wks nothing,help please wks nothing,Positif,0.6124,     Other,39.5,female
"I started on 2mg of Abilify and was back to my normal self within 1 week. I did feel the restlessness for a bit but it went away. I have gained some weight because in the beginning I always felt hungry and my blood sugar was low. All this has passed. I have now increased my dose to 5mg., so far so good. Hopefully I will be able to stay on it. Overall it's been a miracle drug for me!",started mg abilify back normal self within week feel restlessness bit went away gained weight beginning always felt hungry blood sugar low passed increased dose mg far good hopefully able stay overall miracle drug,Positif,0.8689,     Additional Medications to Treat Depression,39.5,female
,nan,Neutre,0.0,     Mania associated with Bipolar Disorder,69.5,female
,nan,Neutre,0.0,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female
"Abilify was added to my Pristiq presription when I didn't feel the ""benefits"" of Pristiq. Since then I've been diagnosed with sleep apnea and that seems to explain the feeling of extreme fatigue. Now the problem is the weight gain and the insomnia from Abilify. I intend to discontinue immediately and rely on Pristiq and the sleep apnea treatment alone.",abilify added pristiq presription didnt feel benefits pristiq since ive diagnosed sleep apnea seems explain feeling extreme fatigue problem weight gain insomnia abilify intend discontinue immediately rely pristiq sleep apnea treatment alone,Négatif,-0.4559,     Additional Medications to Treat Depression,39.5,male
"I have been on abilify and pristq for 2 weeks. I haven't felt this good in a long time. I was on cymbalta for 5 years and it just quit working. I really like the meds together, but like everyone else ""weight gain and insomnia"". It's 4:00 am and i'm still up. Side effects sick belly, headaches, just wanting to eat everything i pass by, and oh yeah can't sleep.I hope things calm down with time, but the rewards that I have received from taking the meds have been really good.",abilify pristq weeks havent felt good long time cymbalta years quit working really like meds together like everyone else weight gain insomnia im still side effects sick belly headaches wanting eat everything pass oh yeah cant sleepi hope things calm time rewards received taking meds really good,Positif,0.7243,     Other,49.5,male
,nan,Neutre,0.0,     Additional Medications to Treat Depression,59.5,male
fatigue bad side effect.,fatigue bad side effect,Négatif,-0.6705,     Bipolar Disorder in Remission,49.5,female
"I love this drug. It has definitely completely helped my mood. The only complaint I would have is the side effects; I'm obnoxiously hungry which is causing me to gain weight and I am constantly restless. I feel the need to be doing something all the time. Other than that, I am very pleased with this drug.",love drug definitely completely helped mood complaint would side effects im obnoxiously hungry causing gain weight constantly restless feel need something time pleased drug,Positif,0.7458,     Mania associated with Bipolar Disorder,21.5,female
"My son has ADHD and Asperger's. The Abilify helped his moods but he gained so much weight that he did not look like himself. He went from a stick person to a blimp in less than 3 months. He got so upset about the wt. gain, we took him off it.",son adhd aspergers abilify helped moods gained much weight look like went stick person blimp less months got upset wt gain took,Positif,0.7322,     Other,15.5,male
I think this medicine is poison.  I have gained 40 lbs and it makes me feel anxious all the time.  Will not continue with it.,think medicine poison gained lbs makes feel anxious time continue,Négatif,-0.4404,     Additional Medications to Treat Depression,39.5,female
Taken with other meds for anxiety and panic disorder. Is over stimulating at times.,taken meds anxiety panic disorder stimulating times,Négatif,-0.5859,     Other,21.5,female
i gained 10 lbs on my abdomen area. it gave me a big time sugar addiction that I am now dealing with. Awful agitation in late afternoon. i started out taking it in the am and switched to pm to see if it would relieve late afternoon anxiety. my dose was 7.5mg. I got some relief but not with agitation .not the right med for me. I took myself off it a few days ago.,gained lbs abdomen area gave big time sugar addiction dealing awful agitation late afternoon started taking switched pm see would relieve late afternoon anxiety dose mg got relief agitation right med took days ago,Positif,0.128,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
"I am having side affects, like body aches all the time. But I am more stable now.",side affects like body aches time stable,Positif,0.4019,     Bipolar I Disorder with Most Recent Episode Mixed,69.5,female
,nan,Neutre,0.0,     Bipolar Disorder in Remission,21.5,female
did not completely work at all,completely work,Neutre,0.0,     Mania associated with Bipolar Disorder,49.5,male
"I have been on abilify and pristq for 2 weeks. I haven't felt this good in a long time. I was on cymbalta for 5 years and it just quit working. I really like the meds together, but like everyone else ""weight gain and insomnia"". It's 4:00 am and i'm still up. Side effects sick belly, headaches, just wanting to eat everything i pass by, and oh yeah can't sleep.I hope things calm down with time, but the rewards that I have received from taking the meds have been really good.",abilify pristq weeks havent felt good long time cymbalta years quit working really like meds together like everyone else weight gain insomnia im still side effects sick belly headaches wanting eat everything pass oh yeah cant sleepi hope things calm time rewards received taking meds really good,Positif,0.7243,     Additional Medications to Treat Depression,49.5,female
"Side effects do not outweigh the benefits. Dramatic weight gain, headaches.",side effects outweigh benefits dramatic weight gain headaches,Positif,0.7184,     Additional Medications to Treat Depression,29.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
,nan,Neutre,0.0,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
"I took abilify for 2 weeks. I was not as depressed, I didnt get as angry as easily than before i was prescribed. The only side effect that was bothersome was the weight gain.",took abilify weeks depressed didnt get angry easily prescribed side effect bothersome weight gain,Négatif,-0.1366,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female
"While the medication has helped my depression, it does have side effects so do not be surprised.  My two major side effects are an inability to sleep and restlessness.  I feel like I need to be and usually find myself doing something all the time.",medication helped depression side effects surprised two major side effects inability sleep restlessness feel like need usually find something time,Négatif,-0.6369,     Additional Medications to Treat Depression,59.5,male
Awesome I love it,awesome love,Positif,0.8519,     Additional Medications to Treat Depression,49.5,male
This drug was a last resort. I've tried almost every antidepressant out there. I could feel a major difference in just a week. Abilify has been a life saver.,drug last resort ive tried almost every antidepressant could feel major difference week abilify life saver,Neutre,0.0,     Bipolar Disorder in Remission,49.5,male
it makes me vomit. took some 6 wks ago with same results. took it last night and it was worse,makes vomit took wks ago results took last night worse,Négatif,-0.4767,     Other,69.5,female
I began taking abilify for my depression and my dosage was to be taken at night with other medications..This little pill would make my heart feel like it was about to stop beating in the middle of my sleep I would always jump up because I could no longer feel it beating properly. When I stopped the drug I was fine..I would not recommend this drug to anyone.,began taking abilify depression dosage taken night medicationsthis little pill would make heart feel like stop beating middle sleep would always jump could longer feel beating properly stopped drug finei would recommend drug anyone,Négatif,-0.8316,     Additional Medications to Treat Depression,39.5,female
"I began taking abilify for about 5 days now, and I allready feel improvement. I woke up this morning feeling  posititive. That has not happened in a long time.",began taking abilify days allready feel improvement woke morning feeling posititive happened long time,Positif,0.5423,     Additional Medications to Treat Depression,49.5,female
"take it w/ lexapro and alprazolam, can all this cause dizziness at times taken by husband",take w lexapro alprazolam cause dizziness times taken husband,Neutre,0.0,     Other,80.0,female
Abilify has helped me.  However I did gain about 40 pounds since I have been taking it.,abilify helped however gain pounds since taking,Positif,0.5267,     Additional Medications to Treat Depression,29.5,female
my child is 14 years old she was hearing voices since taking the Ablify she hasn't heard anymore voices thank god for this.,child years old hearing voices since taking ablify hasnt heard anymore voices thank god,Positif,0.5574,     Other,15.5,female
I was on abilify for about 3 weeks and my depression was getting worse also started having seizures which i was admitted to the hospital. I would not recommend this drug to anyone!,abilify weeks depression getting worse also started seizures admitted hospital would recommend drug anyone,Négatif,-0.5994,     Additional Medications to Treat Depression,39.5,female
i have bioplar disorder and an mass of depression and i know i get thoughts of bad things just the way i think and cunclude what i think it got me this way,bioplar disorder mass depression know get thoughts bad things way think cunclude think got way,Négatif,-0.872,     Additional Medications to Treat Depression,49.5,female
i had to stop because my ins ouit paying for it when i stoped i started having trouble relaxing my hands and mouth i bite my toung i had none of theese before,stop ins ouit paying stoped started trouble relaxing hands mouth bite toung none theese,Négatif,-0.1779,     Other,69.5,female
,nan,Neutre,0.0,     Schizophrenia,49.5,female
,nan,Neutre,0.0,     Other,49.5,female
"excellent drug, cost is main problem.  it costs over  $500.00 per month to fill a 20mg dosage for 1 month's treatment. i can only afford 8 months of treatment before being in the medicare ""do-nut hole""  so i have to come up with the $500.00 per month for sept., oct., nov., and dec.",excellent drug cost main problem costs per month fill mg dosage months treatment afford months treatment medicare donut hole come per month sept oct nov dec,Positif,0.25,     Schizophrenia,69.5,male
i have bioplar disorder and an mass of depression and i know i get thoughts of bad things just the way i think and cunclude what i think it got me this way,bioplar disorder mass depression know get thoughts bad things way think cunclude think got way,Négatif,-0.872,     Bipolar Disorder in Remission,15.5,male
"After 20 years of depression and multiple therapies, including VNS implant, I still suffer from mild to moderate depression. My doctor added Ability to Lexapro regimen and had good results at first, but gradually declining.  Biggest side effect has been weight gain - 15+ pounds and despite the depression I consider myself a fairly active person.  Am considering asking to discontinue at next visit.",years depression multiple therapies including vns implant still suffer mild moderate depression doctor added ability lexapro regimen good results first gradually declining biggest side effect weight gain pounds despite depression consider fairly active person considering asking discontinue next visit,Négatif,-0.6486,     Additional Medications to Treat Depression,49.5,female
"Abilify, for me, is a lifesaver.  I take 20 mg. per day.  It is effective where others (a long list) have failed. Extreme mood swings are in complete control.  I've had side effects such as throat irritation and occasional constipation.  I am having improved sleep.  Won't give up Abilify for anything.",abilify lifesaver take mg per day effective others long list failed extreme mood swings complete control ive side effects throat irritation occasional constipation improved sleep wont give abilify anything,Positif,0.5267,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
