description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"Abilify, for me, is a lifesaver.  I take 20 mg. per day.  It is effective where others (a long list) have failed. Extreme mood swings are in complete control.  I've had side effects such as throat irritation and occasional constipation.  I am having improved sleep.  Won't give up Abilify for anything.",lifesaver day effective long list failed extreme mood swings complete control ive throat irritation occasional constipation having improved sleep wont,Positif,0.5267,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,4
Works great. I feel very normal now. I can live without being debilitated by my condition. The only downer is that my sleep is interrupted.,works great feel normal live debilitated condition downer sleep interrupted,Positif,0.4404,     Schizophrenia,21.5,female,4
"Been taking Abilify with Effexor XR snf it seems to be doing great.  Only problem is problems sleeping.  Doc upp'ed my Adderal so that might be whats causing sleeplessness.  Overall, great.",effexor xr snf doing great problem problems sleeping doc upped adderal whats causing sleeplessness overall great,Positif,0.296,     Additional Medications to Treat Depression,29.5,female,4
"I love Abilify and Abilify loves me, lol. Seriously, though, it took the racing thoughts out of my head.",love loves lol seriously took racing thoughts head,Positif,0.875,     Mania associated with Bipolar Disorder,49.5,female,0
better sleep better focus lacking with errections no intrest with sex as it was before abilify,better sleep better focus lacking errections intrest sex,Positif,0.7003,     Additional Medications to Treat Depression,39.5,male,4
ok,ok,Positif,0.296,     Mania associated with Bipolar Disorder,,nan,3
"I love this medication, have only been using this for a month but have never felt better. I was worried about the weight gain but actually lost 10 pounds in the first 3 weeks of starting the medication not sure why but I'm no complaining.",love medication using month felt better worried weight gain actually lost pounds weeks starting medication sure im complaining,Positif,0.8176,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,0
Started at 2.5 mg went up to 5mg and noticed a significant difference. Feeling so normal and happy. Seem to curse alot more and express my feelings instead of bottling them up. I stopped meds because I had money issues. Had a SEVERE meltdown. Just went back on meds and will go w/o food so I am able to take my meds. This has been a lifesaver. I am so focused at work and feel like me again!,started went noticed significant difference feeling normal happy curse alot express feelings instead bottling stopped meds money issues severe meltdown just went meds wo food able meds lifesaver focused work feel like,Positif,0.7845,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
"works great to keep""voices""away",works great keepvoicesaway,Positif,0.6249,     Other,39.5,female,4
"my son who is autisic is on abilify 10mg. He is irritable,moody, angry for no reason, very emotional, constantly moving, weight gain; he will eat a full meal and looks for more food.",son autisic irritablemoody angry reason emotional constantly moving weight gain eat meal looks food,Positif,0.1779,     Other,49.5,female,0
"I had hit the end of the road with antidepressant medications. My phychiatrist recommended ECT which I agreed to. While waiting for ECT I suggested to my psychiatrist to try Abilify which he did. Abilify has really helped my depression. I start on 4mg and he tapered me up to 15mg. 15mg was too much, I felt like a zombie. So I have been taking 7.5 and that seems like a good doseage for me.",hit end road antidepressant medications phychiatrist recommended ect agreed waiting ect suggested psychiatrist try did really helped depression start tapered felt like zombie like good doseage,Positif,0.7024,     Additional Medications to Treat Depression,49.5,male,0
This medication made me gain 40 pounds it has been 2 years and I have only lost 10 pounds. Beware and watch your weight,medication gain pounds years lost pounds beware watch weight,Positif,0.2732,     Additional Medications to Treat Depression,29.5,female,0
Abilify 15mg halted my manic episode within 3 days which was wonderful but the urge to eat everything in sight was a bit unnerving.,halted manic episode days wonderful urge eat sight bit unnerving,Positif,0.5719,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
My 15 year old has been on this med since 10-09 and it has made me one happy mother.,year old med happy mother,Positif,0.5719,     Additional Medications to Treat Depression,15.5,female,4
"I have been on Cymbalta for 2 yrs with a little improvement then about 1 yr ago I was started on Abilify 2mg with no change.  Started seeing a new dr and she put me on 10mg of abilify I have noticed that I too am having trouble sleeping, however still have no energy, currently take 40 mg of adderall and a thyroid supplement with yet no energy.Would love to be able to get some energy to clean my house.  It is weird all I want is to feel the way I used to before I got sick with all of this.",cymbalta yrs little improvement yr ago started change started seeing new dr noticed having trouble sleeping energy currently adderall thyroid supplement energywould love able energy clean house weird want feel way used got sick,Positif,0.7512,     Additional Medications to Treat Depression,49.5,female,0
The only thing I have been noticing is the overwhelming craving for sweets.  I have gained 30 pounds over 2 years.  Otherwise I am fine.,thing noticing overwhelming craving sweets gained pounds years fine,Positif,0.765,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,0
Yeah you can't really treat something that doesn't exist...    This drug causes weight gain which I'm not to happy about...    Besides that it doesn't do anything weight gain and not even any positive side effects    not happy,yeah really treat doesnt exist causes weight gain im happy doesnt weight gain positive happy,Positif,0.9474,     Schizophrenia,29.5,male,0
"I started taking Abilify after a brain injury/coma caused some behavioral changes.  I gained close to 100lbs in 6 months. I was horrified. At that time there was no connection to this med and weight gain.  I told my cardiologist and he stopped the abilify.  In less than 8 months I had lost 50 lbs.  Another 45 lbs after that and though the medicine worked very well, for me the weight gain was unbearable.",started brain injurycoma caused behavioral changes gained close lbs months horrified time connection med weight gain told cardiologist stopped months lost lbs lbs medicine worked weight gain unbearable,Positif,0.4019,     Other,49.5,female,0
I have experienced insomnia and mood swings. I enjoy the clear head it offers but the sleeplesness makes me grouchy.,experienced insomnia mood swings enjoy clear head offers sleeplesness makes grouchy,Positif,0.4404,     Additional Medications to Treat Depression,49.5,male,4
It took me years to find the right medicinal cocktail to treat my bipolar disorder.  Combined with wellbutrin and lexapro I finally feel normal and have no side effects whatever.  It does not feel like I'm taking medication which is what I wanted.,took years right medicinal cocktail treat bipolar disorder combined wellbutrin lexapro finally feel normal does feel like im medication wanted,Positif,0.3612,     Additional Medications to Treat Depression,59.5,female,4
"I am on 5 mg. of abilify and 20 mg of prozac.  Haven't felt this good EVER.  However, I am rapidly gaining weight despite dieting and exercising.  I also cannot sleep.  As far as the drug working for depression, it is a miracle drug.  I just can't tolerate the weight gain and sleeplessness.  Will be looking for something else.",prozac havent felt good rapidly gaining weight despite dieting exercising sleep far working depression miracle just tolerate weight gain sleeplessness looking,Positif,0.3169,     Additional Medications to Treat Depression,39.5,female,0
"calm,happy, laugh more, just like a new person i like",calmhappy laugh just like new person like,Positif,0.8225,     Additional Medications to Treat Depression,69.5,female,4
"I started taking Abilify after a brain injury/coma caused some behavioral changes.  I gained close to 100lbs in 6 months. I was horrified. At that time there was no connection to this med and weight gain.  I told my cardiologist and he stopped the abilify.  In less than 8 months I had lost 50 lbs.  Another 45 lbs after that and though the medicine worked very well, for me the weight gain was unbearable.",started brain injurycoma caused behavioral changes gained close lbs months horrified time connection med weight gain told cardiologist stopped months lost lbs lbs medicine worked weight gain unbearable,Positif,0.4019,     Additional Medications to Treat Depression,49.5,male,0
iam gaining weight,iam gaining weight,Positif,0.4215,     Schizophrenia,29.5,female,0
I am on 20mg of abilify and love it. I also take xanax and have been doing GREAT with these medications. I would recomend it to ANYONE with depression or manic depressive disorders.,love xanax doing great medications recomend depression manic depressive disorders,Positif,0.4588,     Mania associated with Bipolar Disorder,21.5,female,4
It took me years to find the right medicinal cocktail to treat my bipolar disorder.  Combined with wellbutrin and lexapro I finally feel normal and have no side effects whatever.  It does not feel like I'm taking medication which is what I wanted.,took years right medicinal cocktail treat bipolar disorder combined wellbutrin lexapro finally feel normal does feel like im medication wanted,Positif,0.3612,     Additional Medications to Treat Depression,39.5,female,4
"i have been on abilify for 6 yrs since i was 17 yrs old..it has been good at keeping me from having severe manic episodes and keeps me feeling normal but i have 2 side effects i deal with on a daily basis, weight gain and muscle tremers in my eyes its not good but all the other meds i've tried were horrible[Geodon and risperadol]this is the only med that keeps me happy (i think)",yrs yrs oldit good keeping having severe manic episodes keeps feeling normal deal daily basis weight gain muscle tremers eyes good meds ive tried horriblegeodon risperadolthis med keeps happy think,Positif,0.8957,     Bipolar Disorder in Remission,21.5,female,4
"I started taking Abilify in addition to Effexor XR to help with my depression, and I think it has done a wonderful job, I feel better, the big black cloud is starting to lift, and I do not think about killing myself anymore. Thank God for this medicine!",started addition effexor xr help depression think wonderful job feel better big black cloud starting lift think killing anymore thank god medicine,Positif,0.5859,     Additional Medications to Treat Depression,49.5,female,0
"I am taking abilify as an add on to mirtazapine 45mg, for OCD, BDD, mixed narcissistic and obsessive compulsive personity disorders.  I have not felt this good in years and years. this would be be a great med if it didn't have such bad side effect's.    I have tapered to 5mg was on ten the blurred vision and relessness [Akathisia].  I feel Ok on 5mg, pretty good med.",add mirtazapine ocd bdd mixed narcissistic obsessive compulsive personity disorders felt good years years great med didnt bad tapered blurred vision relessness akathisia feel ok pretty good med,Positif,0.9535,     Other,21.5,male,4
"Somewhat satisfied as it is hard to know exactly what is the treatment and then what is environmental, spiritual, etc.",somewhat satisfied hard know exactly treatment environmental spiritual,Positif,0.3368,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
"Just began less than 2 wks. ago.  Now, I feel horrible..trouble sleeping, eating...nausea...how long before thrapeutic? I am an RN..and am concerned about health risks/side effects of Abilify vs. it's desired helpfullness.",just began wks ago feel horribletrouble sleeping eatingnauseahow long thrapeutic rnand concerned health risksside vs desired helpfullness,Positif,0.2732,     Mania associated with Bipolar Disorder,59.5,female,4
"This drug worked great for me, although I had a sweet tooth.  Unfortunately, my insurance will no longer carry it and I cannot afford it.",worked great sweet tooth unfortunately insurance longer carry afford,Positif,0.6908,     Bipolar Disorder in Remission,49.5,female,3
"I suffer from PTSD, Chronic Depression and am very irritable.  I break the 5mg in half as per my DR.  5mg made me drowsy nad feeling drugged up.  2.5mg makes me feel realy good.  I feel like me but normal.  I am able to work and do things I enjoy and I feel more locked in and focused as well.  It has worked well for me and hopefully it works well for you.",suffer ptsd chronic depression irritable break half dr drowsy nad feeling drugged makes feel realy good feel like normal able work things enjoy feel locked focused worked hopefully works,Positif,0.4767,     Other,29.5,male,4
"I've had depression for years and have tried just about every medication out there. Abilify was added to prozac and I've felt great. The fog has been lifted and I have more energy. I haven't had a good night sleep, and gained 14 lbs in a little over a month. I might go off of it because of those two reasons. I hope that part gets better.",ive depression years tried just medication added prozac ive felt great fog lifted energy havent good night sleep gained lbs little month reasons hope gets better,Positif,0.8037,     Additional Medications to Treat Depression,49.5,female,4
"I began taking Abilify 5mg and only after 2 days, my 10 year depression had lifted and the mood swing went away, It has been 2 weeks and I continue to feel great! I'm up now to 10mg and waiting to see if it makes a difference long term.",began days year depression lifted mood swing went away weeks continue feel great im waiting makes difference long term,Positif,0.1027,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,4
doing good so far,doing good far,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,4
This medication helps me feel better and be happier in life. Prevent negative thoughts and has very few side affects.,medication helps feel better happier life prevent negative thoughts affects,Positif,0.6486,     Additional Medications to Treat Depression,21.5,male,4
Abilify allowed me to switch from taking about six different medicines to basically the one. I No longer need regular bloodwork done and the potential danger to my kidneys is no longer an immediate concern.  Abilify does a much better job at controlling my symtoms and I feel better when I can take it. My insurance will not longer pay for Abilify and it cost too much for me to afford on my income.  I'm trying to find help with getting this mediciine again on a permanent basis.,allowed switch different medicines basically longer need regular bloodwork potential danger kidneys longer immediate concern does better job controlling symtoms feel better insurance longer pay cost afford income im trying help getting mediciine permanent basis,Positif,0.5719,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,male,4
"I don't hate but I don't like this drug either.  I feel better emotionally because I was going through a major phase when I started this.  But I feel anxious, and I am constantly hungry which is very odd for me.  Biggest thing was I felt like a bobblehead.  I had to hold my neck most of the time because I felt like it was just going to fall over on my shoulders.  Overall, this drug was ok, worked for manic, didn't like side effects.",dont hate dont like feel better emotionally going major phase started feel anxious constantly hungry odd biggest thing felt like bobblehead hold neck time felt like just going fall shoulders overall ok worked manic didnt like,Positif,0.5828,     Mania associated with Bipolar Disorder,39.5,female,0
"This med has been added to my depression med to give it a little 'kick', as well as treat mild bi-polar 2 disorder. It has been very effective for me. I noticed a difference within the first week. I am no longer hurting myself and no longer have an interest in it, which is a miracle in itself. My moods are a lot more stable even on the 5mg dose. I am interested in the things I used to like again, and I feel more active and motivated.",med added depression med little kick treat mild bipolar disorder effective noticed difference week longer hurting longer miracle moods lot stable dose interested things used like feel active motivated,Positif,0.9066,     Additional Medications to Treat Depression,21.5,female,4
"I have been dealing with issues of mood disorder, bipolar, depression for a long time. Found new psychiatrist. Been on Zoloft 150mg/day and he added abilify 5mg at bedtime.  I feel great! Havent been so moody, or sad, or any of those bad feelings I always felt. Energy is back, I am laughing and enjoying things again!!!!!!!",dealing issues mood disorder bipolar depression long time new psychiatrist zoloft mgday added bedtime feel great havent moody sad bad feelings felt energy laughing enjoying things,Positif,0.9172,     Additional Medications to Treat Depression,49.5,female,4
"it help alot until I had a medicine work against ti, Can""t say yet but you will be notice.",help alot medicine work ti say notice,Positif,0.4019,     Mania associated with Bipolar Disorder,59.5,male,0
"On 5mg for MDD and had first ever experience of mania.  Came back to it a few months later at 2mg, still high energy and less sleep, but not manic - just a great mood.  And my apartment is spotless.",mdd experience mania came months later high energy sleep manic just great mood apartment spotless,Positif,0.7351,     Additional Medications to Treat Depression,29.5,female,4
My doctor had me on Prozac and Abilify. For the 1st week and a half I felt wonderful. After that I started feeling very tired after taking the Abilify. I finally gave up on it because it got to where I could not stay awake during the day and could not sleep at night.,doctor prozac st week half felt wonderful started feeling tired finally gave got stay awake day sleep night,Positif,0.3182,     Additional Medications to Treat Depression,29.5,female,4
It took me years to find the right medicinal cocktail to treat my bipolar disorder.  Combined with wellbutrin and lexapro I finally feel normal and have no side effects whatever.  It does not feel like I'm taking medication which is what I wanted.,took years right medicinal cocktail treat bipolar disorder combined wellbutrin lexapro finally feel normal does feel like im medication wanted,Positif,0.3612,     Bipolar Disorder in Remission,59.5,female,4
"I felt like a fog over my head finally lifted, I've never been more happy.  I find myself quite energetic.",felt like fog head finally lifted ive happy quite energetic,Positif,0.8553,     Additional Medications to Treat Depression,39.5,female,4
"I am so thankful that my doctor didn't settle for me feeling ""ok"" and kept searching for something better. He switched me from Lexapro to Pristiq and added Abilify. I haven't felt this good in years.",thankful doctor didnt settle feeling ok kept searching better switched lexapro pristiq added havent felt good years,Positif,0.4471,     Additional Medications to Treat Depression,39.5,female,3
I have been taking this drug for 3 months now I have gained 25 pounds and am dizzy alot of the time. I am not feeling any better. Think it is time to give this one up.,months gained pounds dizzy alot time feeling better think time,Positif,0.6249,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
Wow!  I am amazed how good I feel.  I take 5 mg with Zoloft 150 mg; I have been on Zoloft for years.  I feel more confident in my daily routine...Not neagative anymore.  My husband say's that he is happy to hear me laugh again.  The only side affect I seem to have is trouble breathing.  Not sure if that is from the drug or that I have quite smoking since November of 09'.,wow amazed good feel zoloft zoloft years feel confident daily routinenot neagative anymore husband says happy hear laugh affect trouble breathing sure quite smoking november,Positif,0.9638,     Additional Medications to Treat Depression,49.5,female,0
"I am so thankful that my doctor didn't settle for me feeling ""ok"" and kept searching for something better. He switched me from Lexapro to Pristiq and added Abilify. I haven't felt this good in years.",thankful doctor didnt settle feeling ok kept searching better switched lexapro pristiq added havent felt good years,Positif,0.4471,     Bipolar Disorder in Remission,39.5,female,3
Abilify is amazing. It has helped me greatly. I've been very lucky(?) because I have no bad side effects. I haven't had a manic episode in 4 years.,amazing helped greatly ive lucky bad havent manic episode years,Positif,0.4792,     Bipolar Disorder in Remission,49.5,female,0
"I took Abilify for 2 weeks. I liked that it made me feel better for the depression. However, it did make me where it was difficult to concentrate. I had blurred vision, nausea, vomiting, constipation, and terrible stomach cramps. My doc told me to quit taking it. It was doing more harm than good. This drug (2 mg) was too strong for me. I used it to treat MDD. I am glad this drug does help some people, but not me.",took weeks liked feel better depression did make difficult concentrate blurred vision nausea vomiting constipation terrible stomach cramps doc told quit doing harm good strong used treat mdd glad does help people,Positif,0.8176,     Additional Medications to Treat Depression,39.5,female,0
"I've been taking Abilify for a few months now. I lost 17 pounds, have a spotless apartment, but can't sit down for long, nor sleep for very long.  I then discovered Rescue Remedy a liquid herb that takes the edge off and helps sleep longer than a couple of hours. Drops under your tongue on in your water and you might be able to get a full 8 hrs of sleep, like I now do. I highly recommend this to all.",ive months lost pounds spotless apartment sit long sleep long discovered rescue remedy liquid herb takes edge helps sleep longer couple hours drops tongue water able hrs sleep like highly recommend,Positif,0.8357,     Additional Medications to Treat Depression,59.5,female,4
"Seems to have helped me turn a corner. 2mg of this with 60mg of Cymbalta. Adding Abilify seemed to help within days. Not out of the 'dark' yet, but actually can see the light.    Downside: Constipation and gas. at 45 I have never had a problem in this arena. My wife says it seems like I am 'about to explode', but I think that is the 'fidgetiness' side-effect...as I don't feel like I am about to blow-up over anything.     Mostly, has lifted my mood. I needed that.",helped turn corner cymbalta adding help days dark actually light downside constipation gas problem arena wife says like explode think fidgetiness sideeffectas dont feel like blowup lifted mood needed,Positif,0.4588,     Additional Medications to Treat Depression,49.5,male,4
"I was diagnosed with a mood disorder, terrible anxiety, depression, and ADHD. My doc added Abilify to my Seroquel and even after taking it for only about a week, I feel better than I have since I was very young. I've been suffering for so long, I had forgotten what it was like to feel motivated and happy. I'm amazed and grateful.",diagnosed mood disorder terrible anxiety depression adhd doc added seroquel week feel better young ive suffering long forgotten like feel motivated happy im amazed grateful,Positif,0.4767,     Other,29.5,female,4
"Wow, this drug has really lifted my mood!  Before having this added to my Zoloft, I cried almost constantly and often had feelings of suicide(in the passive sense).  I feel more alive, have less bad thoughts, has helped me with my anxiety and has motivated me and given me a new lease on life! Also, I am not so fearful of things like I used to be. The only problem is I don't get as much sleep as I used to but all things considered, I am willing to deal with this and hope this goes away in time.",wow really lifted mood having added zoloft cried constantly feelings suicidein passive sense feel alive bad thoughts helped anxiety motivated given new lease life fearful things like used problem dont sleep used things considered willing deal hope goes away time,Positif,0.4404,     Additional Medications to Treat Depression,39.5,female,4
i have been on this med for about 4 months has worked well but feeling alittle bit numd aslo take cymbalta,med months worked feeling alittle bit numd aslo cymbalta,Positif,0.128,     Bipolar Disorder in Remission,29.5,male,4
The weight gain and bloating has been to much for me to handle.So my doctor took me off.  The drug worked fine my moods were great I was calm but the weight gain of 30 pounds is to depressing.,weight gain bloating handleso doctor took worked fine moods great calm weight gain pounds depressing,Positif,0.9081,     Mania associated with Bipolar Disorder,49.5,female,0
"I take this with prozac.    I am very satisfied.  My depression is completely gone!  I have not felt this great in years.      Side effects were minor and went away after a week or so,",prozac satisfied depression completely gone felt great years minor went away week,Positif,0.5367,     Additional Medications to Treat Depression,39.5,male,4
"This drug definitely gave me more energy and motivation to get things done; however, I had sleeplessness and nervousness while taking it.  I could not just sit down and rest.  Every time I tried to, my mind would start racing and I would have to get up and do something.",definitely gave energy motivation things sleeplessness nervousness just sit rest time tried mind start racing,Positif,0.34,     Additional Medications to Treat Depression,69.5,male,2
no help at all,help,Positif,0.4019,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,0
I also take Celexa.  But Abilify seems to be the drug for me.  Felt better almost immediately.  First time felt good in years.,celexa felt better immediately time felt good years,Positif,0.7003,     Additional Medications to Treat Depression,49.5,female,0
I wake up earlier in the morning.  I have more energy and motivation.  I have not had this kind of results with anything I have ever taken.,wake earlier morning energy motivation kind results taken,Positif,0.7845,     Additional Medications to Treat Depression,59.5,female,2
"This drug definitely gave me more energy and motivation to get things done; however, I had sleeplessness and nervousness while taking it.  I could not just sit down and rest.  Every time I tried to, my mind would start racing and I would have to get up and do something.",definitely gave energy motivation things sleeplessness nervousness just sit rest time tried mind start racing,Positif,0.34,     Bipolar Disorder in Remission,59.5,female,2
made me gain weight,gain weight,Positif,0.5267,     Additional Medications to Treat Depression,39.5,female,0
blured    vision,blured vision,Positif,0.25,     Additional Medications to Treat Depression,29.5,male,1
"I started taking 2.5 mg about 3 months ago (my doc has me cut 5 mg in half) it helps save money since Abilify is on the expensive side.  It has worked wonders on my mood, energy, and overall happiness.  I'm also on 20mg of prozac.  I would recommend this to anyone having depression issues.  One thing negative is I can't stop eating but I just need to learn some self control when it comes to food.  Overall I wouldn't give the medicine up for a little weight gain.",started months ago doc cut half helps save money expensive worked wonders mood energy overall happiness im prozac recommend having depression issues thing negative stop eating just need learn self control comes food overall wouldnt medicine little weight gain,Positif,0.6621,     Mania associated with Bipolar Disorder,29.5,female,0
"I take 15 mg daily and it has changed my life 100%. Im happy, motivated, and energetic.  My ability to focus and concentrate has also improved greatley.  I had been so misarable for so long I forgot what it was like to be happy.  The only negative I have found is that I'm eating everything that is not nailed down. I guess I'll have to add exercise to by program.",daily changed life im happy motivated energetic ability focus concentrate improved greatley misarable long forgot like happy negative im eating nailed guess ill add exercise program,Positif,0.9287,     Additional Medications to Treat Depression,49.5,female,4
MY CHEST HUST MY HEART BEAT RELLARY FAST. LIKE A PING BALL.,chest hust heart beat rellary fast like ping ball,Positif,0.3612,     Mania associated with Bipolar Disorder,49.5,male,2
"This drug definitely gave me more energy and motivation to get things done; however, I had sleeplessness and nervousness while taking it.  I could not just sit down and rest.  Every time I tried to, my mind would start racing and I would have to get up and do something.",definitely gave energy motivation things sleeplessness nervousness just sit rest time tried mind start racing,Positif,0.34,     Additional Medications to Treat Depression,29.5,female,2
"I had been ""out of it"" for so long I thought there's waa no coming back. My doctor put me on the 5mg a day and I can't say enough about how it has change my life! I feel like my old self again, Happy go lucky. I do have the problem of sleeping past 3am but in the long run of things I will still continue to take this medication. And is anyone having sexual side effects? I couldn't find any information on that aspect of the medication.",long thought theres waa coming doctor day say change life feel like old self happy lucky problem sleeping past long run things continue medication having sexual information aspect medication,Positif,0.743,     Additional Medications to Treat Depression,39.5,female,4
"I have been taking for going on a month with cymbalta and I love it, have so much energy and positive attitude, only down fall is interupted sleep... but I do not get tired during the day. I no longer sleep all day or read to escape.  I wld recommend.",going month cymbalta love energy positive attitude fall interupted sleep tired day longer sleep day read escape wld recommend,Positif,0.8807,     Additional Medications to Treat Depression,39.5,female,4
"So far i think this is great. It is only been about a month, and i dont want to kill myself. I just dont. It has been years since i felt like this. Very satisfied. As long as i dont gain any weight  i think i have a winner.",far think great month dont want kill just dont years felt like satisfied long dont gain weight think winner,Positif,0.8842,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,0
works great 10mg morning and nite 45 mg remeron  sickness wonder drug for me,works great morning nite remeron sickness wonder,Positif,0.6249,     Mania associated with Bipolar Disorder,59.5,male,4
"Reply to Karen Baxter re question about decreased WBC count: the side effects for Abilify include reports of decreased WBCs with this medication. Many other things, drugs, conditions etc can cause decreased WBCs, including viruses. Your physician should be following this effect closely. I haven't been on this med long enough to tell whether it helps me.",reply karen baxter question decreased wbc count include reports decreased wbcs medication things drugs conditions cause decreased wbcs including viruses physician following effect closely havent med long tell helps,Positif,0.3818,     Additional Medications to Treat Depression,69.5,female,4
"lightheadedness, nausea,tremors,insomnia,confusion, sensitiviyt to light, motion and esp sounds  brain wired like manic response",lightheadedness nauseatremorsinsomniaconfusion sensitiviyt light motion esp sounds brain wired like manic response,Positif,0.3612,     Additional Medications to Treat Depression,49.5,female,0
i was wondering if i can get help from the manufacture.i am diaabiled and cannot pay for the medication. is their a telephone number i can call for help.,wondering help manufacturei diaabiled pay medication telephone number help,Positif,0.6486,     Additional Medications to Treat Depression,59.5,female,0
"Posted on 7/20/09 that I needed a new Dr. and I found one.  Taking 5mg of abilify now and feel much better.  Also take 100mg of Pristiq,6mg of Xanax and 300mg of Seroquel. Right now I feel really good the new Dr. is wonderful.  Also see a therapist and this is helping too.  I also walk and write in a journal everyday.  All of this is helping me in a very good way.  No more complaints about Abilify from me.",posted needed new dr feel better pristiqmg xanax seroquel right feel really good new dr wonderful therapist helping walk write journal everyday helping good way complaints,Positif,0.9285,     Additional Medications to Treat Depression,59.5,female,4
"Abilify has eliminated symptoms effectively without any harsh side effects. It makes me rational and more calm if I'm aggitated. I would recommend a low dose, especially if you are on other medications. It seems to work pretty well with eliminating problems: focusing, depressed mood. While other medications have sometimes worsened my problems, Abilify has really helped me to make progress. I think that the way it works makes it more effective.",eliminated symptoms effectively harsh makes rational calm im aggitated recommend low dose especially medications work pretty eliminating problems focusing depressed mood medications worsened problems really helped make progress think way works makes effective,Positif,0.1846,     Schizophrenia,21.5,female,0
works better than zyprexa  less of a weight issue  keeps the mania in check  helps dial in the Depakote  and helps me focus,works better zyprexa weight issue keeps mania check helps dial depakote helps focus,Positif,0.7964,     Bipolar Disorder in Remission,29.5,male,4
it's great just expensive,great just expensive,Positif,0.6249,     Additional Medications to Treat Depression,29.5,female,4
This medication alone with an antidepressant have eased by symptoms.  this is the only thing that has worked in two years.,medication antidepressant eased symptoms thing worked years,Positif,0.296,     Additional Medications to Treat Depression,49.5,female,0
"It is probably premature for me to be writing this, as I have only been taking it for a few days, but I am really pleased with it (so far).  It has made me a bit nauseous, and my mouth has a metallic taste. I've been a little jumpy as well. It seems to make me sleep better/deeper.  I will update again after a couple of weeks.",probably premature writing days really pleased far bit nauseous mouth metallic taste ive little jumpy make sleep betterdeeper update couple weeks,Positif,0.3582,     Additional Medications to Treat Depression,49.5,female,4
gained weight can't sleep,gained weight sleep,Positif,0.3818,     Additional Medications to Treat Depression,21.5,female,0
i have only been on the drug for a week.i was hoping you good tell me how it helps.,weeki hoping good tell helps,Positif,0.8074,     Additional Medications to Treat Depression,49.5,female,4
"I have never felt better and it has allowed me to reconnect with my family.  I take it along with 150 mg of lamictal and again, I couldn't feel better.  No highs or lows, just ""normal"".  I take 5 mg.",felt better allowed reconnect family lamictal feel better highs lows just normal,Positif,0.6124,     Bipolar Disorder in Remission,59.5,female,4
"Before I was given Abilify, I didn't do anything other than sleeping or watching television.  After I started taking it, I found myself able to do more things like cleaning, cooking, etc.  I also lost 9 lbs. in one week which is good because I have high cholesterol and triglycerides.",given didnt sleeping watching television started able things like cleaning cooking lost lbs week good high cholesterol triglycerides,Positif,0.4767,     Other,49.5,female,4
i AM ON 20 MG OF LEXAPRO A DAY AND 5 MG'S OF ABILFY. I ALSO TAKE 2MG OF KLONOPIN 3 TIMES A DAY. WHAT WILL MIXING THESE DRUGS LIKE KLONIPIN AND ABILIFY DO TO ME TAKING AT THE SAME TIME? CAN I PLEASE GET SOME HELP ON THIS? I HAVE ONLY BEEN ON THIS FOR LESS THAN A WEEK. THANKS!,lexapro day mgs abilfy klonopin times day mixing drugs like klonipin time help week thanks,Positif,0.7964,     Additional Medications to Treat Depression,29.5,male,4
"Abilify has been a ""life-saver"" for me.  My only complaint is the ungodly price to take this medicine!!! It's very hard for me to afford in the donut hole!!!",lifesaver complaint ungodly price medicine hard afford donut hole,Positif,0.296,     Bipolar Disorder in Remission,59.5,female,3
"I have been on this med for over a year now.  Best med I've ever tried in fighting my depression.  Makes me feel calm, yet is not tiring.",med year best med ive tried fighting depression makes feel calm tiring,Positif,0.0772,     Other,39.5,female,4
"My son is 13 and just began using this drug - he was recently diagnosed with Aspergers Syndrome. So far so good, he has been on it for 2 weeks and he seems to have much improved mood, less anxiety and depression like behavior. I will post again when he has been on it for a month or two. He also takes adderall xr - the doctors originally were going to put him on risperdal, I am glad we are trying this first!",son just began using recently diagnosed aspergers syndrome far good weeks improved mood anxiety depression like behavior post month takes adderall xr doctors originally going risperdal glad trying,Positif,0.7269,     Other,15.5,male,4
Right hand tremor,right hand tremor,Positif,0.4939,     Bipolar Disorder in Remission,59.5,male,0
"Abilify has helped with the darker periods of my depression, esp. during Sept. thru mid-January.  However, I do not like the weight gain, increased anxiety, and increased insomnia.  The cost is prohibitive.  Why can't there be one drug instead of taking 4 others?",helped darker periods depression esp sept midjanuary like weight gain increased anxiety increased insomnia cost prohibitive instead,Positif,0.5719,     Additional Medications to Treat Depression,59.5,female,0
