description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
Hated everything about it. Made me feel worse and had manic episodes which I never had before. One doctor told me that he felt that I had been misdiagnosed originally and never should have taken Abilify. 3 suicide attempts. I'm off all meds now and never felt better since I got to the root of my real issues. BEWARE!!,hated feel worse manic episodes doctor told felt misdiagnosed originally taken suicide attempts im meds felt better got root real issues beware,Négatif,-0.872,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,1
"I've been on 2-5mg of Abilify for a year now. I take it in addition to Wellbutrin and Adderall - both of which I've been on for 10 yrs. I have PTSD. Anxiety, ADHD and Major Depression (severe). The Abilify lifted my depression literally in a few days, cleared the mental fog and took away my anxiety. My only disapointment is rapidly gaining 20 lbs in spite of vigorous daily exercise and it just keeps going up.",ive year addition wellbutrin adderall ive yrs ptsd anxiety adhd major depression severe lifted depression literally days cleared mental fog took away anxiety disapointment rapidly gaining lbs spite vigorous daily exercise just keeps going,Négatif,-0.9118,     Additional Medications to Treat Depression,39.5,female,3
"i suffer from depression, anxiety disorder and panic attack disorder with a touch of schizophrenia.  since i started taking abilify it has completely eliminated the symptoms of schizophrenia. A+",suffer depression anxiety disorder panic attack disorder touch schizophrenia started completely eliminated symptoms schizophrenia,Négatif,-0.9623,     Schizophrenia,49.5,male,3
"I have been on 5mg of Abilify and 40mg of Celexa to tread anxiety, OCD, and mild depression.  Before the abilify nothing seemed to work for the OCD and anxiety.  Adding the 5mg of Abilify really seemed to cut down on the anxiety and the OCD tendencies.  About the only side effect I have noticed is weight gain but that is par for the course with any of these drugs.",celexa tread anxiety ocd mild depression work ocd anxiety adding really cut anxiety ocd tendencies effect noticed weight gain par course drugs,Négatif,-0.6997,     Additional Medications to Treat Depression,39.5,male,2
"I was taking this medication for bipolar disorder. At first I thought I was getting better. Suddenly I started losing my vision, I became light-headed and dizzy, and I lost feeling in my arms and face. They said it was a bad reaction to this medicine. I stopped taking it immediately. I wouldnt recommend this medication to anyone!",medication bipolar disorder thought getting better suddenly started losing vision lightheaded dizzy lost feeling arms face said bad reaction medicine stopped immediately wouldnt recommend medication,Négatif,-0.8628,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,4
Cause a tonic-clonic reaction in my 10 year Old! Extremely scarey occured 4 days after beginning treatment. He has autism took it at night.,cause tonicclonic reaction year old extremely scarey occured days beginning treatment autism took night,Négatif,-0.4576,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,male,5
"pain in the muscle of legs, thighs, buttosks and pain walking in a.m and p.m.  Yet hte symptoms of depression has subsided somewhat more when added to Prozac.  Now I have to decide Pain or Depression!!",pain muscle legs thighs buttosks pain walking pm hte symptoms depression subsided somewhat added prozac decide pain depression,Négatif,-0.9538,     Other,59.5,female,3
"This medicine was AWFUL! I ended up being a worse case scenario,muscle spasms,fever,facial stiffness,rapid heartbeat. I would recommend NOT using this drug.....EVER.",medicine awful ended worse case scenariomuscle spasmsfeverfacial stiffnessrapid heartbeat recommend using drugever,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,2
"I didn't know life could be this good, and so ""normal"" I have barely any anxiety, my manic sense of urgency has quieted down. I have better job performance because I am not confused or forgetful. Lithium made me so ill, and neurontin didn't always keep the mania at bay and was no longer easing my anxiety. This new drug is a God-send",didnt know life good normal barely anxiety manic sense urgency quieted better job performance confused forgetful lithium ill neurontin didnt mania bay longer easing anxiety new godsend,Négatif,-0.1828,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
My paranoia has stopped.,paranoia stopped,Négatif,-0.4404,     Schizophrenia,49.5,female,0
the only negative is involuntary muscle movements.,negative involuntary muscle movements,Négatif,-0.5719,     Bipolar Disorder in Remission,59.5,male,0
"Although this medication is easy to use the side effects are many, one of which being suicidal thinking. I have experienced this side effect and it has made it very difficult for me to function from day to day.",medication easy use suicidal thinking experienced effect difficult function day day,Négatif,-0.6249,     Other,21.5,female,4
bad side effects,bad,Négatif,-0.5423,     Bipolar Disorder in Remission,29.5,female,5
"I have been on numerous medications for major depression. This medication has really worked for me when all the others failed. Side effects are exsessive gas and insomnia. Now taking Abilify 2.5mg, prozac 20mg, xanax .5mg as needed for nervousness and ambien CR occ for sleep. feel better than have in years.",numerous medications major depression medication really worked failed exsessive gas insomnia prozac xanax needed nervousness ambien cr occ sleep feel better years,Négatif,-0.7635,     Additional Medications to Treat Depression,39.5,male,3
I feel that Abilify helps me cope on a day to day depression.  I still have some depression.,feel helps cope day day depression depression,Négatif,-0.7003,     Additional Medications to Treat Depression,59.5,male,3
"MY GRANDSON TAKES IT FOR ADHD, IT HAS REALLY CALMED HIM DOWN. HE IS ONLY 7 THOUGH SO I WORRY ABOUT SIDE EFFECTS.",grandson takes adhd really calmed worry,Négatif,-0.0735,     Other,49.5,female,2
"i have suffered from treatment resistant longterm depression panic disorder and a whole host of other titles for28years now,abilify at 5mgs added to my other meds is helping but has its side effects",suffered treatment resistant longterm depression panic disorder host titles foryears nowabilify mgs added meds helping,Négatif,-0.8934,     Additional Medications to Treat Depression,49.5,male,3
it makes me sick,makes sick,Négatif,-0.5106,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,1
"I was taking this medication for bipolar disorder. At first I thought I was getting better. Suddenly I started losing my vision, I became light-headed and dizzy, and I lost feeling in my arms and face. They said it was a bad reaction to this medicine. I stopped taking it immediately. I wouldnt recommend this medication to anyone!",medication bipolar disorder thought getting better suddenly started losing vision lightheaded dizzy lost feeling arms face said bad reaction medicine stopped immediately wouldnt recommend medication,Négatif,-0.8628,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,4
"This is working BUT i am 4 weeks in and am still very tired all the time and I have light sensitivity, plus I gained 15#s.",working weeks tired time light sensitivity plus gained s,Négatif,-0.0772,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
My doctor depends on Abilify and not considering anyother treatment and I''m getting worse instead of better.,doctor depends considering anyother treatment im getting worse instead better,Négatif,-0.0516,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,1
"Taking this medication for multiple weeks, I became excessively angry, worse that I was before the medication.  I had rage outbursts as well as a constant anger with no reason.",medication multiple weeks excessively angry worse medication rage outbursts constant anger reason,Négatif,-0.9287,     Additional Medications to Treat Depression,15.5,female,2
"The first month on 2 miligrams mixed with zoloft 25 mg it worked wonders. once the dose was increased to 15 mg I couldn't function, got into 5 car accidents in 5 months, and have low blood sugar attacks. I also get sick all the time so easily. Restless leg syndrome bad. More anxiety. Bipolar fits. it made me unable to function. and gain 20 pounds.",month miligrams mixed zoloft worked wonders dose increased function got car accidents months low blood sugar attacks sick time easily restless leg syndrome bad anxiety bipolar fits unable function gain pounds,Négatif,-0.8402,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,3
"With ""severe treatment resistent depression"", the addition of Abilify has done one thing well. Lower or exterminate libido (at least in my case).  I know my Doc. is trying anything that might work but we are throwing spaghetti against the wall to see if it sticks.  Abilify has not worked to aleviate depression symtoms as advertised, in my anacdotal case. And I think it's to dangerous to risk. That is the opinion I would give others with a similar condition to mine.",severe treatment resistent depression addition thing lower exterminate libido case know doc trying work throwing spaghetti wall sticks worked aleviate depression symtoms advertised anacdotal case think dangerous risk opinion similar condition,Négatif,-0.9468,     Other,49.5,male,2
"With ""severe treatment resistent depression"", the addition of Abilify has done one thing well. Lower or exterminate libido (at least in my case).  I know my Doc. is trying anything that might work but we are throwing spaghetti against the wall to see if it sticks.  Abilify has not worked to aleviate depression symtoms as advertised, in my anacdotal case. And I think it's to dangerous to risk. That is the opinion I would give others with a similar condition to mine.",severe treatment resistent depression addition thing lower exterminate libido case know doc trying work throwing spaghetti wall sticks worked aleviate depression symtoms advertised anacdotal case think dangerous risk opinion similar condition,Négatif,-0.9468,     Other,39.5,male,2
"I once had this drug prescribed to me back when i was first stricken with mental illness in early 2004, and it seems to work differently now than it did back then. I am taking 10mg once daily and it is too high of a dose and now have to add benztropine to rid of the akathisia ( restlessness and pacing the floor). the basic side effects i get from this one are the restlessness, pacing the floor, and an uneasy feeling of not being able to sit still. moving down to 5mg.",prescribed stricken mental illness early work differently did daily high dose add benztropine rid akathisia restlessness pacing floor basic restlessness pacing floor uneasy feeling able sit moving,Négatif,-0.8885,     Additional Medications to Treat Depression,49.5,female,3
I have been taking this med for the past 6 months and I believe that this medicine has he;ped me to go through my everyday life without falling back into my episodes as often or usual,med past months believe medicine heped everyday life falling episodes usual,Négatif,-0.1531,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,male,1
"Allows me to better focus on what I'm doing or about to do. Removes a lot of the 'foggyness' previously experienced. I was on Abilify for months and requested to be taken off this medication because of ""do not overheat yourself"" warning, and I have developed a overly sweating problem.  I was off Ability for several months and the lack of focus returned as did the foggy thinking. It did not affect my sweating problem. I am now back on Abilify with good results.",allows better focus im doing removes lot foggyness previously experienced months requested taken medication overheat warning developed overly sweating problem ability months lack focus returned did foggy thinking did affect sweating problem good results,Négatif,-0.25,     Additional Medications to Treat Depression,59.5,male,0
On the lowest dose 2 mg.  Developed insomia sleeping only 2 hours at a time for 4 hours per day.,lowest dose developed insomia sleeping hours time hours day,Négatif,-0.3818,     Additional Medications to Treat Depression,49.5,female,3
"BE CAREFUL WITH THIS MED. Thought this was the answer! However, after the 2nd month I started getting very weird...fidgety, restless, paranoia (by the 3rd month I was afraid to even drive!) It almost made me loose my mind! (What was left of it.) Stopped taking after 5 months, it has taken almost a year for me to recover from the side effects.",careful med thought answer nd month started getting weirdfidgety restless paranoia rd month afraid drive loose mind left stopped months taken year recover,Négatif,-0.6908,     Additional Medications to Treat Depression,49.5,male,0
"BE CAREFUL WITH THIS MED. Thought this was the answer! However, after the 2nd month I started getting very weird...fidgety, restless, paranoia (by the 3rd month I was afraid to even drive!) It almost made me loose my mind! (What was left of it.) Stopped taking after 5 months, it has taken almost a year for me to recover from the side effects.",careful med thought answer nd month started getting weirdfidgety restless paranoia rd month afraid drive loose mind left stopped months taken year recover,Négatif,-0.6908,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
suicidal thoughts,suicidal thoughts,Négatif,-0.6705,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,1
"Taking Abilify has helped my motivation to do things, but the akathesia is bothersome at times.  I feel fidgety all the time (not like me at all).  I also seem to have a lot of GI symptoms (upset stomach, gas, weird appetite). I haven't decided if I should stop tx yet.",helped motivation things akathesia bothersome times feel fidgety time like lot gi symptoms upset stomach gas weird appetite havent decided stop tx,Négatif,-0.5142,     Additional Medications to Treat Depression,39.5,female,3
"Took abilify for less than a week, made enormous emotional ups and down, sometimes happy but usually dropped to depressing and sadness, a real roller coaster.  Then I started hearing demon voices telling me over and over to do bad things.  I have never heard voices like that before or after getting off this drug.  I plan to stay far away from abilify!!",took week enormous emotional ups happy usually dropped depressing sadness real roller coaster started hearing demon voices telling bad things heard voices like getting plan stay far away,Négatif,-0.296,     Other,29.5,male,1
It didn't take 4 weeks like most antidepressants to kick in. I starting working within the first week.The side effects were minimal and tolerable.,didnt weeks like antidepressants kick starting working weekthe minimal tolerable,Négatif,-0.2755,     Additional Medications to Treat Depression,39.5,female,2
"My head feels fuzzy, blurred vision, unsteady balance. I still have insomnia.  Head pressure frontal lobe. Feel a little nausia",head feels fuzzy blurred vision unsteady balance insomnia head pressure frontal lobe feel little nausia,Négatif,-0.0516,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
I was in a very deep depressive phase with spikes of manic phase.  The veteran clinic added abilify to prozac lamictal and Ativan.  While taking abilify the depressive state diminished greatly.  They have me at 2.5 mg which is a pain because I have to cut a 5mg pill in half.  It's not very big so this is a challenge.     The only side effect that I seem to be having is I will wake up at night stay up about 2 hours then go back to sleep.,deep depressive phase spikes manic phase veteran clinic added prozac lamictal ativan depressive state diminished greatly pain cut pill half big challenge effect having wake night stay hours sleep,Négatif,-0.8712,     Bipolar Disorder in Remission,15.5,male,0
Althoug I am taking a low dose (5mg) daily and have taken into consideration that everyone is different I would have to say that Abilify is somewhat effective so far on a 2 week test run. I have noticed a difference in mood changes but for the most part I am still very exhausted every day.,althoug low dose daily taken consideration different say somewhat effective far week test run noticed difference mood changes exhausted day,Négatif,-0.2006,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,3
Not helping with Depression and aggression,helping depression aggression,Négatif,-0.5719,     Additional Medications to Treat Depression,80.0,male,3
"I have suffered from a major depressive disorder my entire life. I am 40 and am taking Abilify in conjunction with Lamictal, Remeron, and Klonopin. I have been waking up with stiff joints and unwarranted erections. Anyone with a similiar med. regiment let me know how it's working out for you.",suffered major depressive disorder entire life conjunction lamictal remeron klonopin waking stiff joints unwarranted erections similiar med regiment let know working,Négatif,-0.8176,     Schizophrenia,29.5,male,1
"I took this in 2006. I believe it was prescribed to replace another, forgotten, anti-depressant. Side effect was akathisia. It got worse as time went on. I finally titred off it with Doc's knowledge, although I increased the rate of DC because the akathisia had gotten so bad.",took believe prescribed replace forgotten antidepressant effect akathisia got worse time went finally titred docs knowledge increased rate dc akathisia gotten bad,Négatif,-0.7506,     Additional Medications to Treat Depression,59.5,male,3
"I took 1 dose and it made me incredibly ill for about 30 hours. Vomiting, fainting and I had to lay in bed the entire time!",took dose incredibly ill hours vomiting fainting lay bed entire time,Négatif,-0.4754,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,5
I was in a very deep depressive phase with spikes of manic phase.  The veteran clinic added abilify to prozac lamictal and Ativan.  While taking abilify the depressive state diminished greatly.  They have me at 2.5 mg which is a pain because I have to cut a 5mg pill in half.  It's not very big so this is a challenge.     The only side effect that I seem to be having is I will wake up at night stay up about 2 hours then go back to sleep.,deep depressive phase spikes manic phase veteran clinic added prozac lamictal ativan depressive state diminished greatly pain cut pill half big challenge effect having wake night stay hours sleep,Négatif,-0.8712,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male,0
Althoug I am taking a low dose (5mg) daily and have taken into consideration that everyone is different I would have to say that Abilify is somewhat effective so far on a 2 week test run. I have noticed a difference in mood changes but for the most part I am still very exhausted every day.,althoug low dose daily taken consideration different say somewhat effective far week test run noticed difference mood changes exhausted day,Négatif,-0.2006,     Additional Medications to Treat Depression,29.5,female,3
"I have suffered from a major depressive disorder my entire life. I am 40 and am taking Abilify in conjunction with Lamictal, Remeron, and Klonopin. I have been waking up with stiff joints and unwarranted erections. Anyone with a similiar med. regiment let me know how it's working out for you.",suffered major depressive disorder entire life conjunction lamictal remeron klonopin waking stiff joints unwarranted erections similiar med regiment let know working,Négatif,-0.8176,     Other,39.5,male,1
"took 5mg for 2 nights. did not sleep more than 3 hours TOTAL in 2 nights. nightmares. dizziness, heart palpitations, high pulse rate, sweats. since stopping, hands twitching,cant concentrate, upset stomach,",took nights did sleep hours total nights nightmares dizziness heart palpitations high pulse rate sweats stopping hands twitchingcant concentrate upset stomach,Négatif,-0.4939,     Additional Medications to Treat Depression,39.5,female,3
"I started ablilify on Saturday.  I'm taking it for paranoia and depression.  I was only put on 2mg to start and I am seeing my Dr. next week to possibly increase dose.  I was very nauseous and manic the first few days of taking the meds.  I didnt get any sleep for days.  I am still getting sick, however my motivation level has increased.   I'm going to wait it out",started ablilify saturday im paranoia depression start seeing dr week possibly increase dose nauseous manic days meds didnt sleep days getting sick motivation level increased im going wait,Négatif,-0.4939,     Additional Medications to Treat Depression,29.5,female,3
increased restlessness and anxiety.,increased restlessness anxiety,Négatif,-0.2023,     Additional Medications to Treat Depression,59.5,female,3
I STARTED TAKING 5 MG WITH MY PRISTIQ AND IT HAS HELPED ME TREMENDOUSLY. NOW I TAKE 10 MG. I NO LONGER HAVE THE EXTREME FEELINGS OF RAGE/ANGER AND SADNESS. I FEEL NORMAL AGAIN BUT BECOME VERY AGITATED IF I MISS A DOSE. DOES ANYONE KNOW HOW LONG BEFORE A GENERIC VERISON IS ON THE MARKET?,started pristiq helped tremendously longer extreme feelings rageanger sadness feel normal agitated miss dose does know long generic verison market,Négatif,-0.7579,     Additional Medications to Treat Depression,29.5,male,3
"I took it for about 6 months, and i honestly didnt think that i could tell a difference.  when i stopped taking it though is when i could tell a difference.  i had a  meltdown at school and had to make an emergency appointment with my doctor.  i know i was stupid to stop taking the meds, but i didnt notice them.  it does make a difference though,\.",took months honestly didnt think tell difference stopped tell difference meltdown school make emergency appointment doctor know stupid stop meds didnt notice does make difference,Négatif,-0.7269,     Bipolar Disorder in Remission,21.5,female,3
I have taken other drugs for my schizophrenia .But the side effects were terrible . And the effectiveness just wasn`t there. I started using Abilify about 1 year ago and have been very pleased,taken drugs schizophrenia terrible effectiveness just wasnt started using year ago pleased,Négatif,-0.0516,     Schizophrenia,39.5,male,2
"Help with depression is unbelievable.  However, I feel it is making me gain weight, I had a very serious Broncial infection as well as sinusitus--(another symptom)  My blood pressure shot back up through the roof.nervousness, anxiousness, joint/muscle pain, inability to move mouth/face/tongue together, Blood pressure dropping upon standing, restlessness,  I am surely beginning if it's safer to continue the drug, or move on.",help depression unbelievable feel making gain weight broncial infection sinusitusanother symptom blood pressure shot roofnervousness anxiousness jointmuscle pain inability mouthfacetongue blood pressure dropping standing restlessness surely beginning safer continue,Négatif,-0.5719,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,3
"Since starting Abilify two weeks ago my appetite is decreased, my mood is 360 degree turn-around, for the better, and I have more energy than I have had in over a year.  However, a few days ago I had an horrific headache with numbness and tingling to my face, fingers and foot.  I wound up in the emergency room and had an MRI of my head.  Nothing found as far as a stroke.  So I guess unrelated to Abilify.",starting weeks ago appetite decreased mood degree turnaround better energy year days ago horrific headache numbness tingling face fingers foot wound emergency room mri head far stroke guess unrelated,Négatif,-0.6249,     Additional Medications to Treat Depression,49.5,female,2
i dont like it it makes my seizuries worse and im still depressed and makes me suicidual,dont like makes seizuries worse im depressed makes suicidual,Négatif,-0.8181,     Other,21.5,male,2
"So, I have only been on this a month and I do feel better but I don't think its working as well as it should.  Also, they tried to get me up to 10mg a day and I felt really restless and sick (vomited a few times :() but other than dropping back to 5mg have had no really bad side effects or worsening symptoms.  So far it seems helpful.",month feel better dont think working tried day felt really restless sick vomited times dropping really bad worsening symptoms far helpful,Négatif,-0.8096,     Other,29.5,female,2
"I am a 24 year old ""diagnosed"" with depression. I have been taking WELLBUTRIN for approx. 3weeks. I have noticed a difference in my mood. And I am able to sleep at night as well. My phsyk just got me on ABILIFY. Im going to start taking it tonight. Will have feed back later. So as of right now 50/50 for ABILIFY.",year old diagnosed depression wellbutrin approx weeks noticed difference mood able sleep night phsyk just got im going start tonight feed later right,Négatif,-0.5719,     Additional Medications to Treat Depression,21.5,male,1
SO far so good. started on 5mg. then 10mg now 15mg. My only side effect so far was the fact that I had  horrible night terrors. Now they are gone and I am feeling better.,far good started effect far fact horrible night terrors gone feeling better,Négatif,-0.2023,     Additional Medications to Treat Depression,49.5,female,4
"Can't sleep, can't stand up or walk well, seeing colors when I wasn't before, blurred vision.",sleep stand walk seeing colors wasnt blurred vision,Négatif,-0.1877,     Additional Medications to Treat Depression,49.5,female,0
TO THE AUNT OF THE 19 YEAR OLD THAT DIED 12 WEEKS LATER AFTER TAKING THIS DRUG-I'M SOOOO SORRY TO HEAR THAT TERRIBLE STORY!  MAY GOD BE WITH YOU & HIS WHOLE FAMILY:)I HAVE A 12 YR OLD WITH BIPOLAR JUST STARTING HER DRUG TRIAL:(  (SOOO SORRY IN OHIO FOR YOUR LOSS),aunt year old died weeks later drugim soooo sorry hear terrible story god familyi yr old bipolar just starting trial sooo sorry ohio loss,Négatif,-0.8176,     Other,39.5,female,4
"It worked well for depression, but I didn't feel quite right. Felt zoned out, and kind of numb. Stopped taking it.",worked depression didnt feel quite right felt zoned kind numb stopped,Négatif,-0.5574,     Bipolar Disorder in Remission,39.5,female,2
this medication gives me panic attacks,medication gives panic attacks,Négatif,-0.7351,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,male,4
it has aided in the treatment of my depression however my white blood cell count has been lowered extensively........is this a possible side effect?,aided treatment depression white blood cell count lowered extensivelyis possible effect,Négatif,-0.6369,     Additional Medications to Treat Depression,69.5,female,3
"The First two weeks on Abilify,Good. Didn't really take care of my depression all that well, but my anxiety was gone. After the first two weeks i became sick, restless,and was fainting. My depression was worse than it ever had been, to the point where i did'nt want to live anymore. For those of you that have children taking or starting Abilify please keep a very close eye on them.",weeks abilifygood didnt really care depression anxiety gone weeks sick restlessand fainting depression worse point didnt want live anymore children starting close eye,Négatif,-0.6152,     Additional Medications to Treat Depression,15.5,male,2
SO far so good. started on 5mg. then 10mg now 15mg. My only side effect so far was the fact that I had  horrible night terrors. Now they are gone and I am feeling better.,far good started effect far fact horrible night terrors gone feeling better,Négatif,-0.2023,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,4
Took medication for 2 weeks straight and would get numb all over from head to toe including mouth and tongue. After 2 weeks of taking it I started to get very irritable and moody.,took medication weeks straight numb head toe including mouth tongue weeks started irritable moody,Négatif,-0.7269,     Mania associated with Bipolar Disorder,39.5,female,2
I stopped taking it because I thought it caused me pain and trouble walking suddenly. MRSA may also have something to do with it.,stopped thought caused pain trouble walking suddenly mrsa,Négatif,-0.7845,     Additional Medications to Treat Depression,21.5,female,4
"My son took this medication for depression, and after two weeks he was suicidal and cutting.",son took medication depression weeks suicidal cutting,Négatif,-0.8658,     Additional Medications to Treat Depression,49.5,female,3
"in and out of depression, anxiety is this normal",depression anxiety normal,Négatif,-0.6597,     Additional Medications to Treat Depression,80.0,female,3
While on this medication I was very nervous.  I would constantly pace back and forth in a room.  Bad side effects for me.,medication nervous constantly pace forth room bad,Négatif,-0.6808,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,1
SO far so good. started on 5mg. then 10mg now 15mg. My only side effect so far was the fact that I had  horrible night terrors. Now they are gone and I am feeling better.,far good started effect far fact horrible night terrors gone feeling better,Négatif,-0.2023,     Additional Medications to Treat Depression,39.5,female,4
"I take 80mg of Prozac along with 20mg of Abilify and 1 mg of xanax prn for anxiety.  I have noticed a decrease in my need for Xanax, my mood is better, I feel calm and no problems concentrating.  My legs are restless and sleep is broken, my vision is also somewhat worse.  But I am happy with how it works with my depression.",prozac xanax prn anxiety noticed decrease need xanax mood better feel calm problems concentrating legs restless sleep broken vision somewhat worse happy works depression,Négatif,-0.6689,     Additional Medications to Treat Depression,49.5,female,3
"I was on 10mg for about 3 weeks and it made me too tired and a little dizzy, now im on 2 mg and its working just right for my anxiety/depression.",weeks tired little dizzy im working just right anxietydepression,Négatif,-0.5434,     Additional Medications to Treat Depression,15.5,male,2
Horrible side effect....unable to sit still!  I want to crawl out of my skin!  My Dr. tells me it will be several weeks before this is all out of my system.,horrible effectunable sit want crawl skin dr tells weeks,Négatif,-0.4939,     Additional Medications to Treat Depression,39.5,female,2
Is it alright to take this if you have a seizure disorder?,alright seizure disorder,Négatif,-0.1779,     Additional Medications to Treat Depression,49.5,female,3
"I was prescribed Abilify as a supplement to Wellbutrin for depression.  The medicine seemed to work well initially, but has since caused uncontrollable muscle spasms in both legs making it impossible to walk. It also has caused loss of sensation and the ability to grasp things properly with my hands. For these reasons I have decided to discontinue use of this drug.",prescribed supplement wellbutrin depression medicine work initially caused uncontrollable muscle spasms legs making impossible walk caused loss sensation ability grasp things properly hands reasons decided discontinue use,Négatif,-0.7351,     Additional Medications to Treat Depression,29.5,male,0
I've been on Abilify for about a month and it has been a tremendous help. I'm on it for anxiety and it has changed my life. My anxiety is manageable and my attacks have decreased in number and intensity.,ive month tremendous help im anxiety changed life anxiety manageable attacks decreased number intensity,Négatif,-0.3182,     Other,21.5,female,3
I WOULD NOT RECOMEND THIS DRUG!  IT MADE ME SUICIDAL,recomend suicidal,Négatif,-0.6705,     Additional Medications to Treat Depression,15.5,female,4
"My doc gave it to me to sleep, it failed.  I ended up awake for 24 hours and hallucinating.",doc gave sleep failed ended awake hours hallucinating,Négatif,-0.5106,     Other,39.5,female,4
gave me horriable pain in legs  i paid $500 and was off work for   days due to the pain,gave horriable pain legs paid work days pain,Négatif,-0.765,     Mania associated with Bipolar Disorder,21.5,female,3
Maybe I'm just so depressed nothing will help:(.  I'm barely seeing an improvement.  Have had headaches and tremors.    Has anyone else had problems with leg cramping with this?,maybe im just depressed help im barely seeing improvement headaches tremors problems leg cramping,Négatif,-0.1477,     Additional Medications to Treat Depression,49.5,female,2
"Does anyone else experience a metallic taste in one's mouth when on this med? I do, and it is horrible",does experience metallic taste ones mouth med horrible,Négatif,-0.5423,     Additional Medications to Treat Depression,49.5,female,2
"I've been taking this drug for 2 months now for regulation of Cyclothymic Disorder. It has decreased the edginess and irritability of the hypomanic states, but I have the worst insomnia and passing anxiety of my LIFE on this medication. I can't remember the last time I got more than 3 hours of sleep at night. This med has made it nearly impossible to function. I'm suffering at work, too tired to drive, too tired to take care of my home, just overall too tired to live my life.",ive months regulation cyclothymic disorder decreased edginess irritability hypomanic states worst insomnia passing anxiety life medication remember time got hours sleep night med nearly impossible function im suffering work tired drive tired care home just overall tired live life,Négatif,-0.9552,     Other,29.5,female,3
"The 1st day i took it i was scared of side effects but the it knocked me out within the 1st hr. Thats was the 1st time in 4 yrs. i slept that good and went to sleep early, the only bad thing was the dizzy spells the next morning still from the effect but so far so good!",st day took scared knocked st hr thats st time yrs slept good went sleep early bad thing dizzy spells morning effect far good,Négatif,-0.3612,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,2
"this medication made me lose all of my personality and constantly made me feel like throwing up. It did get rid of hallucinations, however.",medication lose personality constantly feel like throwing did rid hallucinations,Négatif,-0.0516,     Schizophrenia,15.5,female,1
ITS KILLING MY MOM AS WE SPEAK!!!!!!!!!!!!!,killing mom speak,Négatif,-0.6597,     Bipolar Disorder in Remission,49.5,female,1
It has helped my depression but the side effects have been numerous,helped depression numerous,Négatif,-0.5719,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,male,3
"i am on cymbalta for depression and fibromyalgia pain, and at first i liked abilify.  now, however, i have increased perspiration-worse than any man i've ever seen!!- and now i have had a monstrous headache going on 12 days now.  what the heck??",cymbalta depression fibromyalgia pain liked increased perspirationworse man ive seen monstrous headache going days heck,Négatif,-0.4767,     Additional Medications to Treat Depression,39.5,female,3
Zoloft is okay.  If I'm off of it I am very grouchy so I think I need it to keep my short fuse from blowing.  I tried to stay off of it and it was difficult and I had to continue the drug.  It didn't save me but it kept me from crying a lot as well.  Adding Abilify really helped tremendously.,zoloft okay im grouchy think need short fuse blowing tried stay difficult continue didnt save kept crying lot adding really helped tremendously,Négatif,-0.5535,     Other,39.5,female,2
"I have a headache and I've gained alot of weight. I've experienced anger,increased depression, the symtoms I wanted the drug to eliminate. Stop prescribing it now for additional depression medication.",headache ive gained alot weight ive experienced angerincreased depression symtoms wanted eliminate stop prescribing additional depression medication,Négatif,-0.7906,     Additional Medications to Treat Depression,49.5,female,3
"coming off this drug has caused me to be sick for five weeks now and still going.  My dr. knew I work out in the heat in Tucson,AZ and this could cause serious side effects still he gave me this poison.  Do drs know ANYTHING about what they are prescribing anymore???",coming caused sick weeks going dr knew work heat tucsonaz cause gave poison drs know prescribing anymore,Négatif,-0.7783,     Bipolar Disorder in Remission,39.5,female,2
Zoloft is okay.  If I'm off of it I am very grouchy so I think I need it to keep my short fuse from blowing.  I tried to stay off of it and it was difficult and I had to continue the drug.  It didn't save me but it kept me from crying a lot as well.  Adding Abilify really helped tremendously.,zoloft okay im grouchy think need short fuse blowing tried stay difficult continue didnt save kept crying lot adding really helped tremendously,Négatif,-0.5535,     Other,29.5,male,2
